25 10 202218:45
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.724370
istancia estimada:2.014833
0.179552,0.075441
istancia estimada:1.365266
istancia estimada:1.724370
istancia estimada:1.724370
istancia estimada:2.354224
0.179552,0.314927
istancia estimada:1.475780
istancia estimada:2.014833
istancia estimada:1.863952
istancia estimada:2.544791
0.194086,0.264979
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.724370
istancia estimada:2.544791
0.179552,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.249343,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.249343,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.249343,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.249343,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.249343,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.249343,0.340419
istancia estimada:1.475780
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.544791
0.194086,0.340419
istancia estimada:1.475780
istancia estimada:1.863952
istancia estimada:1.724370
istancia estimada:2.544791
0.124295,0.340419
istancia estimada:1.365266
istancia estimada:1.863952
istancia estimada:1.595240
istancia estimada:2.544791
0.114987,0.340419
istancia estimada:1.365266
istancia estimada:2.014833
istancia estimada:1.724370
istancia estimada:2.014833
0.179552,0.000000
istancia estimada:1.475780
istancia estimada:1.863952
istancia estimada:1.863952
istancia estimada:2.750783
0.194086,0.443416
